ds,Product,State,actual_count,topic,topic_count,topic_keywords,topic_interpretation,year,month_num,forecast_count,model
2023-02-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",MI,3.0,6.0,15.0,"mortgage, loan, we, was, escrow",Mortgage / escrow account issues,2023,2,,
2023-03-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",MI,1.0,6.0,15.0,"mortgage, loan, we, was, escrow",Mortgage / escrow account issues,2023,3,,
2023-04-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",MI,2.0,6.0,15.0,"mortgage, loan, we, was, escrow",Mortgage / escrow account issues,2023,4,,
2023-05-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",MI,4.0,6.0,15.0,"mortgage, loan, we, was, escrow",Mortgage / escrow account issues,2023,5,,
2023-06-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",MI,1.0,6.0,15.0,"mortgage, loan, we, was, escrow",Mortgage / escrow account issues,2023,6,,
2023-07-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",MI,1.0,6.0,15.0,"mortgage, loan, we, was, escrow",Mortgage / escrow account issues,2023,7,,
2023-08-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",MI,,,,,,2023,8,1.9943335622140608,SARIMA
2023-09-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",MI,,,,,,2023,9,1.7557769957273366,SARIMA
2023-10-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",MI,,,,,,2023,10,1.7557769957273366,SARIMA
2023-11-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",MI,,,,,,2023,11,1.7557769957273366,SARIMA
2023-12-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",MI,,,,,,2023,12,1.7557769957273366,SARIMA
2024-01-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",MI,,,,,,2024,1,1.7557769957273366,SARIMA
2024-02-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",MI,,,,,,2024,2,1.7557769957273366,SARIMA
2024-03-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",MI,,,,,,2024,3,1.7557769957273366,SARIMA
2024-04-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",MI,,,,,,2024,4,1.7557769957273366,SARIMA
2024-05-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",MI,,,,,,2024,5,1.7557769957273366,SARIMA
2024-06-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",MI,,,,,,2024,6,1.7557769957273366,SARIMA
2024-07-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",MI,,,,,,2024,7,1.7557769957273366,SARIMA
2020-11-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",NY,1.0,6.0,15.0,"mortgage, loan, we, was, escrow",Mortgage / escrow account issues,2020,11,,
2020-12-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",NY,2.0,6.0,15.0,"mortgage, loan, we, was, escrow",Mortgage / escrow account issues,2020,12,,
2021-01-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",NY,1.0,6.0,15.0,"mortgage, loan, we, was, escrow",Mortgage / escrow account issues,2021,1,,
2021-02-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",NY,4.0,6.0,15.0,"mortgage, loan, we, was, escrow",Mortgage / escrow account issues,2021,2,,
2021-05-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",NY,2.0,6.0,15.0,"mortgage, loan, we, was, escrow",Mortgage / escrow account issues,2021,5,,
2021-06-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",NY,1.0,6.0,15.0,"mortgage, loan, we, was, escrow",Mortgage / escrow account issues,2021,6,,
2021-07-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",NY,2.0,6.0,15.0,"mortgage, loan, we, was, escrow",Mortgage / escrow account issues,2021,7,,
2021-08-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",NY,2.0,6.0,15.0,"mortgage, loan, we, was, escrow",Mortgage / escrow account issues,2021,8,,
2021-09-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",NY,4.0,6.0,15.0,"mortgage, loan, we, was, escrow",Mortgage / escrow account issues,2021,9,,
2021-11-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",NY,2.0,6.0,15.0,"mortgage, loan, we, was, escrow",Mortgage / escrow account issues,2021,11,,
2021-12-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",NY,2.0,6.0,15.0,"mortgage, loan, we, was, escrow",Mortgage / escrow account issues,2021,12,,
2022-01-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",NY,2.0,6.0,15.0,"mortgage, loan, we, was, escrow",Mortgage / escrow account issues,2022,1,,
2022-02-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",NY,1.0,6.0,15.0,"mortgage, loan, we, was, escrow",Mortgage / escrow account issues,2022,2,,
2022-03-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",NY,4.0,6.0,15.0,"mortgage, loan, we, was, escrow",Mortgage / escrow account issues,2022,3,,
2022-04-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",NY,2.0,6.0,15.0,"mortgage, loan, we, was, escrow",Mortgage / escrow account issues,2022,4,,
2022-05-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",NY,1.0,6.0,15.0,"mortgage, loan, we, was, escrow",Mortgage / escrow account issues,2022,5,,
2022-06-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",NY,2.0,6.0,15.0,"mortgage, loan, we, was, escrow",Mortgage / escrow account issues,2022,6,,
2022-07-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",NY,1.0,6.0,15.0,"mortgage, loan, we, was, escrow",Mortgage / escrow account issues,2022,7,,
2022-08-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",NY,1.0,6.0,15.0,"mortgage, loan, we, was, escrow",Mortgage / escrow account issues,2022,8,,
2022-10-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",NY,4.0,6.0,15.0,"mortgage, loan, we, was, escrow",Mortgage / escrow account issues,2022,10,,
2022-12-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",NY,1.0,6.0,15.0,"mortgage, loan, we, was, escrow",Mortgage / escrow account issues,2022,12,,
2023-01-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",NY,4.0,6.0,15.0,"mortgage, loan, we, was, escrow",Mortgage / escrow account issues,2023,1,,
2023-02-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",NY,2.0,6.0,15.0,"mortgage, loan, we, was, escrow",Mortgage / escrow account issues,2023,2,,
2023-03-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",NY,2.0,6.0,15.0,"mortgage, loan, we, was, escrow",Mortgage / escrow account issues,2023,3,,
2023-04-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",NY,2.0,6.0,15.0,"mortgage, loan, we, was, escrow",Mortgage / escrow account issues,2023,4,,
2023-05-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",NY,3.0,6.0,15.0,"mortgage, loan, we, was, escrow",Mortgage / escrow account issues,2023,5,,
2023-06-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",NY,1.0,6.0,15.0,"mortgage, loan, we, was, escrow",Mortgage / escrow account issues,2023,6,,
2023-07-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",NY,4.0,6.0,15.0,"mortgage, loan, we, was, escrow",Mortgage / escrow account issues,2023,7,,
2023-08-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",NY,1.0,6.0,15.0,"mortgage, loan, we, was, escrow",Mortgage / escrow account issues,2023,8,,
2023-09-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",NY,,,,,,2023,9,2.619045063654493,SARIMA
2023-10-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",NY,,,,,,2023,10,1.912307312233133,SARIMA
2023-11-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",NY,,,,,,2023,11,2.2208090707677,SARIMA
2023-12-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",NY,,,,,,2023,12,2.0861433693423668,SARIMA
2024-01-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",NY,,,,,,2024,1,2.1449269925752468,SARIMA
2024-02-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",NY,,,,,,2024,2,2.119267048552298,SARIMA
2024-03-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",NY,,,,,,2024,3,2.130468003700169,SARIMA
2024-04-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",NY,,,,,,2024,4,2.125578616719729,SARIMA
2024-05-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",NY,,,,,,2024,5,2.1277129083697623,SARIMA
2024-06-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",NY,,,,,,2024,6,2.12678125766066,SARIMA
2024-07-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",NY,,,,,,2024,7,2.1271879373399614,SARIMA
2024-08-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",NY,,,,,,2024,8,2.127010415485536,SARIMA
2020-11-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",VA,1.0,6.0,15.0,"mortgage, loan, we, was, escrow",Mortgage / escrow account issues,2020,11,,
2020-12-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",VA,1.0,6.0,15.0,"mortgage, loan, we, was, escrow",Mortgage / escrow account issues,2020,12,,
2021-02-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",VA,1.0,6.0,15.0,"mortgage, loan, we, was, escrow",Mortgage / escrow account issues,2021,2,,
2021-03-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",VA,1.0,6.0,15.0,"mortgage, loan, we, was, escrow",Mortgage / escrow account issues,2021,3,,
2021-05-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",VA,1.0,6.0,15.0,"mortgage, loan, we, was, escrow",Mortgage / escrow account issues,2021,5,,
2021-06-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",VA,4.0,6.0,15.0,"mortgage, loan, we, was, escrow",Mortgage / escrow account issues,2021,6,,
2021-07-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",VA,1.0,6.0,15.0,"mortgage, loan, we, was, escrow",Mortgage / escrow account issues,2021,7,,
2021-08-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",VA,2.0,6.0,15.0,"mortgage, loan, we, was, escrow",Mortgage / escrow account issues,2021,8,,
2021-09-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",VA,1.0,6.0,15.0,"mortgage, loan, we, was, escrow",Mortgage / escrow account issues,2021,9,,
2021-11-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",VA,2.0,6.0,15.0,"mortgage, loan, we, was, escrow",Mortgage / escrow account issues,2021,11,,
2022-01-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",VA,1.0,6.0,15.0,"mortgage, loan, we, was, escrow",Mortgage / escrow account issues,2022,1,,
2022-02-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",VA,1.0,6.0,15.0,"mortgage, loan, we, was, escrow",Mortgage / escrow account issues,2022,2,,
2022-03-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",VA,1.0,6.0,15.0,"mortgage, loan, we, was, escrow",Mortgage / escrow account issues,2022,3,,
2022-04-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",VA,2.0,6.0,15.0,"mortgage, loan, we, was, escrow",Mortgage / escrow account issues,2022,4,,
2022-05-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",VA,1.0,6.0,15.0,"mortgage, loan, we, was, escrow",Mortgage / escrow account issues,2022,5,,
2022-06-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",VA,1.0,6.0,15.0,"mortgage, loan, we, was, escrow",Mortgage / escrow account issues,2022,6,,
2022-07-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",VA,2.0,6.0,15.0,"mortgage, loan, we, was, escrow",Mortgage / escrow account issues,2022,7,,
2022-08-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",VA,2.0,6.0,15.0,"mortgage, loan, we, was, escrow",Mortgage / escrow account issues,2022,8,,
2022-09-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",VA,1.0,6.0,15.0,"mortgage, loan, we, was, escrow",Mortgage / escrow account issues,2022,9,,
2022-10-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",VA,2.0,6.0,15.0,"mortgage, loan, we, was, escrow",Mortgage / escrow account issues,2022,10,,
2022-11-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",VA,2.0,6.0,15.0,"mortgage, loan, we, was, escrow",Mortgage / escrow account issues,2022,11,,
2022-12-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",VA,3.0,6.0,15.0,"mortgage, loan, we, was, escrow",Mortgage / escrow account issues,2022,12,,
2023-01-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",VA,1.0,6.0,15.0,"mortgage, loan, we, was, escrow",Mortgage / escrow account issues,2023,1,,
2023-02-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",VA,1.0,6.0,15.0,"mortgage, loan, we, was, escrow",Mortgage / escrow account issues,2023,2,,
2023-03-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",VA,4.0,6.0,15.0,"mortgage, loan, we, was, escrow",Mortgage / escrow account issues,2023,3,,
2023-04-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",VA,1.0,6.0,15.0,"mortgage, loan, we, was, escrow",Mortgage / escrow account issues,2023,4,,
2023-05-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",VA,3.0,6.0,15.0,"mortgage, loan, we, was, escrow",Mortgage / escrow account issues,2023,5,,
2023-06-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",VA,4.0,6.0,15.0,"mortgage, loan, we, was, escrow",Mortgage / escrow account issues,2023,6,,
2023-07-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",VA,2.0,6.0,15.0,"mortgage, loan, we, was, escrow",Mortgage / escrow account issues,2023,7,,
2023-08-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",VA,2.0,6.0,15.0,"mortgage, loan, we, was, escrow",Mortgage / escrow account issues,2023,8,,
2023-09-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",VA,,,,,,2023,9,1.821836445372952,SARIMA
2023-10-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",VA,,,,,,2023,10,1.6958295300335946,SARIMA
2023-11-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",VA,,,,,,2023,11,1.7085112930655035,SARIMA
2023-12-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",VA,,,,,,2023,12,1.5825043777261465,SARIMA
2024-01-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",VA,,,,,,2024,1,1.821836445372952,SARIMA
2024-02-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",VA,,,,,,2024,2,1.821836445372952,SARIMA
2024-03-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",VA,,,,,,2024,3,1.4829876050767532,SARIMA
2024-04-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",VA,,,,,,2024,4,1.810173092151089,SARIMA
2024-05-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",VA,,,,,,2024,5,1.5963309860730126,SARIMA
2024-06-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",VA,,,,,,2024,6,1.4829876050767532,SARIMA
2024-07-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",VA,,,,,,2024,7,1.6968297111548298,SARIMA
2024-08-01,"PAYDAY LOAN, TITLE LOAN, OR PERSONAL LOAN",VA,,,,,,2024,8,1.69251752945774,SARIMA
2023-09-01,"PAYDAY LOAN, TITLE LOAN, PERSONAL LOAN, OR ADVANCE LOAN",AL,2.0,1.0,18.0,"bank, was, card, they, the",Card-related dispute or transaction issue,2023,9,,
2023-10-01,"PAYDAY LOAN, TITLE LOAN, PERSONAL LOAN, OR ADVANCE LOAN",AL,1.0,1.0,18.0,"bank, was, card, they, the",Card-related dispute or transaction issue,2023,10,,
2023-11-01,"PAYDAY LOAN, TITLE LOAN, PERSONAL LOAN, OR ADVANCE LOAN",AL,2.0,1.0,18.0,"bank, was, card, they, the",Card-related dispute or transaction issue,2023,11,,
2023-12-01,"PAYDAY LOAN, TITLE LOAN, PERSONAL LOAN, OR ADVANCE LOAN",AL,1.0,1.0,18.0,"bank, was, card, they, the",Card-related dispute or transaction issue,2023,12,,
2024-01-01,"PAYDAY LOAN, TITLE LOAN, PERSONAL LOAN, OR ADVANCE LOAN",AL,3.0,1.0,18.0,"bank, was, card, they, the",Card-related dispute or transaction issue,2024,1,,
2024-02-01,"PAYDAY LOAN, TITLE LOAN, PERSONAL LOAN, OR ADVANCE LOAN",AL,1.0,1.0,18.0,"bank, was, card, they, the",Card-related dispute or transaction issue,2024,2,,
2024-03-01,"PAYDAY LOAN, TITLE LOAN, PERSONAL LOAN, OR ADVANCE LOAN",AL,1.0,1.0,18.0,"bank, was, card, they, the",Card-related dispute or transaction issue,2024,3,,
2024-04-01,"PAYDAY LOAN, TITLE LOAN, PERSONAL LOAN, OR ADVANCE LOAN",AL,4.0,1.0,18.0,"bank, was, card, they, the",Card-related dispute or transaction issue,2024,4,,
2024-05-01,"PAYDAY LOAN, TITLE LOAN, PERSONAL LOAN, OR ADVANCE LOAN",AL,2.0,1.0,18.0,"bank, was, card, they, the",Card-related dispute or transaction issue,2024,5,,
2024-06-01,"PAYDAY LOAN, TITLE LOAN, PERSONAL LOAN, OR ADVANCE LOAN",AL,1.0,1.0,18.0,"bank, was, card, they, the",Card-related dispute or transaction issue,2024,6,,
2024-07-01,"PAYDAY LOAN, TITLE LOAN, PERSONAL LOAN, OR ADVANCE LOAN",AL,2.0,1.0,18.0,"bank, was, card, they, the",Card-related dispute or transaction issue,2024,7,,
2024-08-01,"PAYDAY LOAN, TITLE LOAN, PERSONAL LOAN, OR ADVANCE LOAN",AL,2.0,1.0,18.0,"bank, was, card, they, the",Card-related dispute or transaction issue,2024,8,,
2024-09-01,"PAYDAY LOAN, TITLE LOAN, PERSONAL LOAN, OR ADVANCE LOAN",AL,2.0,1.0,18.0,"bank, was, card, they, the",Card-related dispute or transaction issue,2024,9,,
2024-10-01,"PAYDAY LOAN, TITLE LOAN, PERSONAL LOAN, OR ADVANCE LOAN",AL,4.0,1.0,18.0,"bank, was, card, they, the",Card-related dispute or transaction issue,2024,10,,
2024-11-01,"PAYDAY LOAN, TITLE LOAN, PERSONAL LOAN, OR ADVANCE LOAN",AL,2.0,1.0,18.0,"bank, was, card, they, the",Card-related dispute or transaction issue,2024,11,,
2024-12-01,"PAYDAY LOAN, TITLE LOAN, PERSONAL LOAN, OR ADVANCE LOAN",AL,2.0,1.0,18.0,"bank, was, card, they, the",Card-related dispute or transaction issue,2024,12,,
2025-01-01,"PAYDAY LOAN, TITLE LOAN, PERSONAL LOAN, OR ADVANCE LOAN",AL,2.0,1.0,18.0,"bank, was, card, they, the",Card-related dispute or transaction issue,2025,1,,
2025-02-01,"PAYDAY LOAN, TITLE LOAN, PERSONAL LOAN, OR ADVANCE LOAN",AL,1.0,1.0,18.0,"bank, was, card, they, the",Card-related dispute or transaction issue,2025,2,,
2025-03-01,"PAYDAY LOAN, TITLE LOAN, PERSONAL LOAN, OR ADVANCE LOAN",AL,4.0,1.0,18.0,"bank, was, card, they, the",Card-related dispute or transaction issue,2025,3,,
2025-04-01,"PAYDAY LOAN, TITLE LOAN, PERSONAL LOAN, OR ADVANCE LOAN",AL,3.0,1.0,18.0,"bank, was, card, they, the",Card-related dispute or transaction issue,2025,4,,
2025-05-01,"PAYDAY LOAN, TITLE LOAN, PERSONAL LOAN, OR ADVANCE LOAN",AL,3.0,1.0,18.0,"bank, was, card, they, the",Card-related dispute or transaction issue,2025,5,,
2025-06-01,"PAYDAY LOAN, TITLE LOAN, PERSONAL LOAN, OR ADVANCE LOAN",AL,5.0,1.0,18.0,"bank, was, card, they, the",Card-related dispute or transaction issue,2025,6,,
2025-07-01,"PAYDAY LOAN, TITLE LOAN, PERSONAL LOAN, OR ADVANCE LOAN",AL,4.0,1.0,18.0,"bank, was, card, they, the",Card-related dispute or transaction issue,2025,7,,
2025-08-01,"PAYDAY LOAN, TITLE LOAN, PERSONAL LOAN, OR ADVANCE LOAN",AL,1.0,1.0,18.0,"bank, was, card, they, the",Card-related dispute or transaction issue,2025,8,,
2025-09-01,"PAYDAY LOAN, TITLE LOAN, PERSONAL LOAN, OR ADVANCE LOAN",AL,3.0,1.0,18.0,"bank, was, card, they, the",Card-related dispute or transaction issue,2025,9,,
2025-10-01,"PAYDAY LOAN, TITLE LOAN, PERSONAL LOAN, OR ADVANCE LOAN",AL,,,,,,2025,10,4.923076923076923,SARIMA
2025-11-01,"PAYDAY LOAN, TITLE LOAN, PERSONAL LOAN, OR ADVANCE LOAN",AL,,,,,,2025,11,2.923076923076924,SARIMA
2025-12-01,"PAYDAY LOAN, TITLE LOAN, PERSONAL LOAN, OR ADVANCE LOAN",AL,,,,,,2025,12,2.923076923076924,SARIMA
2026-01-01,"PAYDAY LOAN, TITLE LOAN, PERSONAL LOAN, OR ADVANCE LOAN",AL,,,,,,2026,1,2.923076923076924,SARIMA
2026-02-01,"PAYDAY LOAN, TITLE LOAN, PERSONAL LOAN, OR ADVANCE LOAN",AL,,,,,,2026,2,1.923076923076924,SARIMA
2026-03-01,"PAYDAY LOAN, TITLE LOAN, PERSONAL LOAN, OR ADVANCE LOAN",AL,,,,,,2026,3,4.923076923076923,SARIMA
2026-04-01,"PAYDAY LOAN, TITLE LOAN, PERSONAL LOAN, OR ADVANCE LOAN",AL,,,,,,2026,4,3.923076923076924,SARIMA
2026-05-01,"PAYDAY LOAN, TITLE LOAN, PERSONAL LOAN, OR ADVANCE LOAN",AL,,,,,,2026,5,3.9230769230769234,SARIMA
2026-06-01,"PAYDAY LOAN, TITLE LOAN, PERSONAL LOAN, OR ADVANCE LOAN",AL,,,,,,2026,6,5.923076923076923,SARIMA
2026-07-01,"PAYDAY LOAN, TITLE LOAN, PERSONAL LOAN, OR ADVANCE LOAN",AL,,,,,,2026,7,4.923076923076923,SARIMA
2026-08-01,"PAYDAY LOAN, TITLE LOAN, PERSONAL LOAN, OR ADVANCE LOAN",AL,,,,,,2026,8,1.923076923076924,SARIMA
2026-09-01,"PAYDAY LOAN, TITLE LOAN, PERSONAL LOAN, OR ADVANCE LOAN",AL,,,,,,2026,9,3.9230769230769234,SARIMA
2023-08-01,"PAYDAY LOAN, TITLE LOAN, PERSONAL LOAN, OR ADVANCE LOAN",CA,2.0,1.0,18.0,"bank, was, card, they, the",Card-related dispute or transaction issue,2023,8,,
2023-09-01,"PAYDAY LOAN, TITLE LOAN, PERSONAL LOAN, OR ADVANCE LOAN",CA,4.0,1.0,18.0,"bank, was, card, they, the",Card-related dispute or transaction issue,2023,9,,
2023-10-01,"PAYDAY LOAN, TITLE LOAN, PERSONAL LOAN, OR ADVANCE LOAN",CA,8.0,1.0,18.0,"bank, was, card, they, the",Card-related dispute or transaction issue,2023,10,,
2023-11-01,"PAYDAY LOAN, TITLE LOAN, PERSONAL LOAN, OR ADVANCE LOAN",CA,4.0,1.0,18.0,"bank, was, card, they, the",Card-related dispute or transaction issue,2023,11,,
2023-12-01,"PAYDAY LOAN, TITLE LOAN, PERSONAL LOAN, OR ADVANCE LOAN",CA,8.0,1.0,18.0,"bank, was, card, they, the",Card-related dispute or transaction issue,2023,12,,
2024-01-01,"PAYDAY LOAN, TITLE LOAN, PERSONAL LOAN, OR ADVANCE LOAN",CA,4.0,1.0,18.0,"bank, was, card, they, the",Card-related dispute or transaction issue,2024,1,,
2024-02-01,"PAYDAY LOAN, TITLE LOAN, PERSONAL LOAN, OR ADVANCE LOAN",CA,5.0,1.0,18.0,"bank, was, card, they, the",Card-related dispute or transaction issue,2024,2,,
2024-03-01,"PAYDAY LOAN, TITLE LOAN, PERSONAL LOAN, OR ADVANCE LOAN",CA,7.0,1.0,18.0,"bank, was, card, they, the",Card-related dispute or transaction issue,2024,3,,
2024-04-01,"PAYDAY LOAN, TITLE LOAN, PERSONAL LOAN, OR ADVANCE LOAN",CA,5.0,1.0,18.0,"bank, was, card, they, the",Card-related dispute or transaction issue,2024,4,,
2024-05-01,"PAYDAY LOAN, TITLE LOAN, PERSONAL LOAN, OR ADVANCE LOAN",CA,5.0,1.0,18.0,"bank, was, card, they, the",Card-related dispute or transaction issue,2024,5,,
2024-06-01,"PAYDAY LOAN, TITLE LOAN, PERSONAL LOAN, OR ADVANCE LOAN",CA,4.0,1.0,18.0,"bank, was, card, they, the",Card-related dispute or transaction issue,2024,6,,
2024-07-01,"PAYDAY LOAN, TITLE LOAN, PERSONAL LOAN, OR ADVANCE LOAN",CA,7.0,1.0,18.0,"bank, was, card, they, the",Card-related dispute or transaction issue,2024,7,,
2024-08-01,"PAYDAY LOAN, TITLE LOAN, PERSONAL LOAN, OR ADVANCE LOAN",CA,8.0,1.0,18.0,"bank, was, card, they, the",Card-related dispute or transaction issue,2024,8,,
2024-09-01,"PAYDAY LOAN, TITLE LOAN, PERSONAL LOAN, OR ADVANCE LOAN",CA,12.0,1.0,18.0,"bank, was, card, they, the",Card-related dispute or transaction issue,2024,9,,
2024-10-01,"PAYDAY LOAN, TITLE LOAN, PERSONAL LOAN, OR ADVANCE LOAN",CA,11.0,1.0,18.0,"bank, was, card, they, the",Card-related dispute or transaction issue,2024,10,,
2024-11-01,"PAYDAY LOAN, TITLE LOAN, PERSONAL LOAN, OR ADVANCE LOAN",CA,12.0,1.0,18.0,"bank, was, card, they, the",Card-related dispute or transaction issue,2024,11,,
2024-12-01,"PAYDAY LOAN, TITLE LOAN, PERSONAL LOAN, OR ADVANCE LOAN",CA,12.0,1.0,18.0,"bank, was, card, they, the",Card-related dispute or transaction issue,2024,12,,
2025-01-01,"PAYDAY LOAN, TITLE LOAN, PERSONAL LOAN, OR ADVANCE LOAN",CA,11.0,1.0,18.0,"bank, was, card, they, the",Card-related dispute or transaction issue,2025,1,,
2025-02-01,"PAYDAY LOAN, TITLE LOAN, PERSONAL LOAN, OR ADVANCE LOAN",CA,9.0,1.0,18.0,"bank, was, card, they, the",Card-related dispute or transaction issue,2025,2,,
